"study.ID","synopsis","year","study.design.grouped","continent","country","lat","long"
"813","Amphibian Conservation",2003,"CI","North America","United States",33.836081,-81.163725
"815","Reptile Conservation",2003,"BA","North America","United States",24.7287267,-94.1654085
"817","Farmland Conservation",2002,"After","Europe","Germany",54.219367,9.696117
"817","Bee Conservation",2002,"After","Europe","Germany",54.219367,9.696117
"818","Butterfly and Moth Conservation",2002,"CI","North America","United States",40.633125,-89.398528
"819","Bird Conservation",2002,"BACI","North America","United States",39.550051,-105.782067
"820","Bird Conservation",2001,"CI","North America","United States",40.417287,-82.907123
"821","Bird Conservation",2001,"After","North America","United States",36.778261,-119.417932
"822","Subtidal Benthic Invertebrate Conservation",2001,"CI","North America","United States",36.778261,-119.417932
"823","Terrestrial Mammal Conservation",2001,"After","North America","United States",36.778261,-119.417932
"827","Bird Conservation",2000,"CI","North America","United States",37.431573,-78.656894
"828","Bird Conservation",2000,"BACI","Oceania","New Zealand",-38.093336,176.418731
"829","Butterfly and Moth Conservation",2000,"CI","Europe","Switzerland",47.4204213,7.5004874
"832","Bird Conservation",1999,"Rand.exp.","North America","United States",38.895112,-77.036366
"833","Terrestrial Mammal Conservation",2005,"CI","Europe","Norway",60.472024,8.468946
"833","Terrestrial Mammal Conservation",2005,"BACI","Europe","Norway",60.472024,8.468946
"833","Terrestrial Mammal Conservation",2005,"BA","Europe","Norway",60.472024,8.468946
"835","Marsh and Swamp Conservation",1992,"Rand.exp.","North America","United States",31.244823,-92.145024
"838","Marsh and Swamp Conservation",1999,"CI","North America","United States",31.244823,-92.145024
"839","Marsh and Swamp Conservation",1999,"CI","North America","United States",41.603221,-73.087749
"841","Bird Conservation",1990,"After","Asia","Japan",26.212401,127.680932
"844","Marsh and Swamp Conservation",2000,"CI","Europe","Czech Republic",49.016667,14.783333
"847","Peatland Conservation",2003,"BACI","Europe","Ireland",53.972251,-9.486251
"850","Marsh and Swamp Conservation",2004,"Rand.exp.","North America","United States",35.517491,-86.580447
"852","Marsh and Swamp Conservation",2005,"CI","Oceania","New Zealand",-43.561357,172.705698
"853","Marsh and Swamp Conservation",2005,"After","North America","United States",43.075968,-107.290284
"853","Marsh and Swamp Conservation",2005,"CI","North America","United States",43.075968,-107.290284
"865","Farmland Conservation",1998,"CI","Europe","Belgium",0,0
"869","Bird Conservation",2001,"After","Europe","Sweden",63.354524,13.576967
"870","Marsh and Swamp Conservation",2002,"CI","Europe","France",43.45993,3.639807
"873","Bird Conservation",2003,"After","Europe","France",0,0
"873","Farmland Conservation",2003,"After","Europe","France",0,0
"874","Bee Conservation",2003,"After","Europe","Germany",52.636704,9.845076
"874","Farmland Conservation",2003,"After","Europe","Germany",52.636704,9.845076
"874","Farmland Conservation",2003,"CI","Europe","Germany",52.636704,9.845076
"879","Primate Conservation",2004,"BA","Africa","Madagascar",0,0
"879","Primate Conservation",2004,"CI","Africa","Madagascar",0,0
"881","Marsh and Swamp Conservation",2005,"CI","Europe","Ireland",53.972251,-9.486251
"891","Butterfly and Moth Conservation",2006,"CI","Europe","United Kingdom",51.765908,0.667366
"891","Farmland Conservation",2006,"CI","Europe","United Kingdom",51.765908,0.667366
"892","Farmland Conservation",2006,"CI","Europe","Sweden",0,0
"895","Bird Conservation",2007,"Rand.exp.","North America","United States",41.878003,-93.097702
"896","Terrestrial Mammal Conservation",2007,"After","Africa","Kenya",0.0977612,37.0326588
"899","Farmland Conservation",2007,"After","Europe","Sweden",0,0
"908","Terrestrial Mammal Conservation",1995,"After","Europe","Spain",38.263087,-4.160103
"911","Bird Conservation",2006,"After","South America","Colombia",NA,NA
"914","Bird Conservation",2006,"After","South America","Colombia",NA,NA
"921","Peatland Conservation",1984,"CI","Europe","United Kingdom",54.69187,-2.403976
"922","Bird Conservation",1998,"After","North America","United States",27.664827,-81.515754
"923","Bird Conservation",1999,"BA","Europe","Greece",0,0
"924","Marsh and Swamp Conservation",1985,"CI","Europe","Denmark",56.830742,9.493053
"924","Marsh and Swamp Conservation",1985,"BA","Europe","Denmark",56.830742,9.493053
"929","Farmland Conservation",1987,"CI","Europe","United Kingdom",51.761206,-1.246467
"930","Marsh and Swamp Conservation",1988,"CI","Europe","Sweden",57.131489,12.240976
"930","Marsh and Swamp Conservation",1988,"BACI","Europe","Sweden",57.131489,12.240976
"931","Farmland Conservation",1988,"CI","Europe","United Kingdom",51.761206,-1.246467
"932","Bird Conservation",1997,"CI","Oceania","New Zealand",-42.406419,171.691156
"933","Bird Conservation",2003,"BACI","South America","Colombia",NA,NA
"934","Bird Conservation",2007,"BA","Asia","Pakistan",31.170406,72.709716
"935","Marsh and Swamp Conservation",1994,"Rand.exp.","Europe","The Netherlands",52.090283,4.659839
"937","Bird Conservation",1999,"CI","Oceania","Australia",-37.471308,144.785153
"940","Marsh and Swamp Conservation",1990,"CI","Europe","Germany",52.636704,9.845076
"941","Bird Conservation",2004,"BA","Europe","Spain",39.493739,-6.067919
"943","Marsh and Swamp Conservation",1992,"Rand.exp.","Europe","Switzerland",46.874847,6.883386
"943","Farmland Conservation",1992,"Rand.exp.","Europe","Switzerland",46.874847,6.883386
"945","Bird Conservation",2001,"After","Europe","Spain",NA,NA
"947","Bird Conservation",2003,"After","Oceania","New Zealand",0,0
"948","Shrubland and Heathland Conservation",1995,"BA","Europe","Spain",41.835682,-4.397636
"950","Marsh and Swamp Conservation",1996,"CI","North America","United States",43.19176,-94.144968
"951","Bird Conservation",2004,"BA","North America","British Virgin Islands",0,0
"952","Shrubland and Heathland Conservation",1996,"BA","Europe","The Netherlands",52.438781,6.501641
"955","Farmland Conservation",1998,"After","Europe","Aland Islands",59.9335276,20.977521
"958","Bird Conservation",1998,"After","Oceania","New Zealand",-37.746662,175.42129
"963","Bird Conservation",2001,"After","South America","Trinidad & Tobago",10.6954916,-61.2270707
"964","Marsh and Swamp Conservation",1999,"BACI","Europe","France",43.530451,4.770751
"966","Forest Conservation",1999,"CI","Oceania","Australia",-27.672817,121.62831
"969","Peatland Conservation",2001,"Rand.exp.","Europe","Germany",54.14083333,9.13027778
"970","Bird Conservation",2005,"BA","North America","Costa Rica",0,0
"986","Bird Conservation",1997,"BA","Oceania","French Polynesia",0,0
"989","Marsh and Swamp Conservation",2003,"After","North America","United States",41.878003,-93.097702
"991","Bird Conservation",2007,"CI","Europe","Hungary",0,0
"991","Farmland Conservation",2007,"CI","Europe","Hungary",0,0
"993","Marsh and Swamp Conservation",2004,"BACI","North America","United States",46.729553,-94.6859
"993","Marsh and Swamp Conservation",2004,"CI","North America","United States",46.729553,-94.6859
"993","Marsh and Swamp Conservation",2004,"After","North America","United States",46.729553,-94.6859
"996","Bird Conservation",1997,"BA","Africa","Seychelles",0,0
"997","Shrubland and Heathland Conservation",2005,"Rand.exp.","Europe","Spain",43.0657135,-5.3623671
"998","Bird Conservation",2008,"CI","Africa","South Africa",-33.227792,21.856859
"998","Bird Conservation",2008,"After","Africa","South Africa",-33.227792,21.856859
"999","Mediterranean Farmland",2005,"CI","North America","United States",36.778261,-119.417932
"1001","Bird Conservation",1991,"BA","Africa","South Africa",0,0
"1003","Mediterranean Farmland",2006,"CI","South America","Chile",0,0
"1006","Bird Conservation",1992,"CI","Europe","United Kingdom",51.746774,-2.225786
"1008","Bird Conservation",1996,"BA","South America","Ecuador",NA,NA
"1008","Bird Conservation",1996,"After","South America","Ecuador",NA,NA
"1011","Farmland Conservation",2007,"After","Europe","Switzerland",0,0
"1012","Farmland Conservation",2007,"CI","Europe","Germany",48.790447,11.497889
"1013","Bird Conservation",1994,"BA","Europe","Sweden",NA,NA
"1016","Bird Conservation",1996,"After","Oceania","New Zealand",0,0
"1018","Terrestrial Mammal Conservation",2006,"CI","Europe","United Kingdom",52.254523,-2.266838
"1019","Bird Conservation",1996,"BA","North America","United States",44.314844,-85.602364
"1022","Bird Conservation",1996,"After","North America","Canada",64.825544,-124.845733
"1023","Terrestrial Mammal Conservation",2006,"After","Europe","France",48.874423,6.208093
"1023","Terrestrial Mammal Conservation",2006,"CI","Europe","France",48.874423,6.208093
"1026","Butterfly and Moth Conservation",2006,"Rand.exp.","Europe","United Kingdom",53.1675992,-4.0656124
"1027","Farmland Conservation",2006,"CI","Europe","United Kingdom",0,0
"1028","Terrestrial Mammal Conservation",2006,"Rand.exp.","North America","United States",34.97273,-105.032364
"1029","Subtidal Benthic Invertebrate Conservation",2006,"BA","Oceania","New Zealand",0,0
"1029","Subtidal Benthic Invertebrate Conservation",2006,"BACI","Oceania","New Zealand",0,0
"1030","Bird Conservation",2006,"CI","Oceania","New Zealand",-45.848916,167.675539
"1031","Bird Conservation",1996,"BA","Oceania","Australia",-27.672817,121.62831
"1033","Butterfly and Moth Conservation",2006,"CI","Europe","Sweden",55.662963,13.4964068
"1033","Farmland Conservation",2006,"CI","Europe","Sweden",55.662963,13.4964068
"1034","Bird Conservation",2006,"After","Asia","China, P.R.",34.265153,108.954154
"1036","Marsh and Swamp Conservation",2007,"BA","North America","United States",27.664827,-81.515754
"1040","Farmland Conservation",2007,"Rand.exp.","Europe","United Kingdom",50.928598,0.27649
"1043","Amphibian Conservation",2007,"BA","North America","United States",36.778261,-119.417932
"1045","Bird Conservation",2007,"CI","Europe","Portugal",37.01536,-7.935113
"1048","Farmland Conservation",2007,"After","Europe","The Netherlands",52.13303,5.2905505
"1048","Bee Conservation",2007,"After","Europe","The Netherlands",52.13303,5.2905505
"1055","Farmland Conservation",2007,"Rand.exp.","Europe","Sweden",56.439072,12.566004
"1055","Bird Conservation",2007,"Rand.exp.","Europe","Sweden",56.439072,12.566004
"1057","Bird Conservation",2007,"CI","South America","Argentina",-43.684619,-69.274554
"1061","Terrestrial Mammal Conservation",2007,"After","Africa","South Africa",-23.8214244,31.4456179
"1062","Bird Conservation",2007,"CI","Europe","United Kingdom",0,0
"1062","Farmland Conservation",2007,"CI","Europe","United Kingdom",0,0
"1063","Reptile Conservation",2007,"CI","North America","United States",38.80261,-116.419389
"1065","Farmland Conservation",2007,"Rand.exp.","Europe","United Kingdom",52.3554678,-1.1714803
"1066","Terrestrial Mammal Conservation",2007,"After","North America","United States",46.879682,-110.362566
"1070","Butterfly and Moth Conservation",2007,"BA","Europe","Belgium",50.301228,5.7991397
"1071","Bird Conservation",2007,"CI","Oceania","Australia",-20.917574,142.702796
"1071","Bird Conservation",2007,"Rand.exp.","Oceania","Australia",-20.917574,142.702796
"1072","Bird Conservation",2007,"Rand.exp.","Oceania","Australia",-27.672817,121.62831
"1072","Reptile Conservation",2007,"Rand.exp.","Oceania","Australia",-27.672817,121.62831
"1072","Terrestrial Mammal Conservation",2007,"Rand.exp.","Oceania","Australia",-27.672817,121.62831
"1075","Bird Conservation",2007,"After","Oceania","New Zealand",0,0
"1077","Terrestrial Mammal Conservation",2007,"CI","North America","United States",36.619452,-121.901663
"1077","Terrestrial Mammal Conservation",2007,"After","North America","United States",36.619452,-121.901663
"1078","Bird Conservation",2007,"BA","North America","United States",36.778261,-119.417932
"1079","Bird Conservation",2007,"BACI","South America","Ecuador",0,0
"1081","Bird Conservation",2001,"BA","Europe","Spain",41.835682,-4.397636
"1082","Bird Conservation",2000,"CI","Europe","Spain",39.493739,-6.067919
"1083","Mediterranean Farmland",2007,"After","Europe","Spain",43.250439,-5.983258
"1083","Shrubland and Heathland Conservation",2007,"CI","Europe","Spain",43.250439,-5.983258
"1086","Reptile Conservation",2007,"BA","North America","United States",23.2086873,-154.308896
"1087","Farmland Conservation",2007,"After","Europe","Czech Republic",48.8693217,17.4246244
"1087","Grassland Conservation",2007,"Rand.exp.","Europe","Czech Republic",48.8693217,17.4246244
"1088","Farmland Conservation",1998,"CI","Europe","United Kingdom",50.777213,-3.999461
"1088","Bird Conservation",1998,"CI","Europe","United Kingdom",50.777213,-3.999461
"1091","Bird Conservation",1999,"After","Europe","Finland",0,0
"1091","Farmland Conservation",1999,"After","Europe","Finland",0,0
"1093","Butterfly and Moth Conservation",2007,"BA","Europe","NA",NA,NA
"1094","Forest Conservation",2007,"CI","Europe","Sweden",0,0
"1095","Peatland Conservation",2007,"CI","Europe","The Netherlands",51.986,6.655
"1096","Butterfly and Moth Conservation",2007,"CI","North America","United States",41.878003,-93.097702
"1098","Marsh and Swamp Conservation",2005,"After","North America","United States",35.759573,-79.0193
"1101","Peatland Conservation",2002,"BACI","Europe","The Netherlands",42.45,4.95
"1102","Peatland Conservation",2004,"BA","Europe","Finland",62.2,23.3
"1116","Bird Conservation",2008,"After","Europe","United Kingdom",51.746774,-2.225786
"1117","Farmland Conservation",2008,"CI","Europe","United Kingdom",57.162143,-2.719417
"1119","Farmland Conservation",2007,"Rand.exp.","Europe","Czech Republic",50.109274,12.786207
"1121","Farmland Conservation",2007,"CI","Europe","United Kingdom",52.769796,-2.104524
"1121","Bird Conservation",2007,"CI","Europe","United Kingdom",52.769796,-2.104524
"1122","Bird Conservation",1998,"CI","Europe","United Kingdom",56.6171781,-6.5465743
"1122","Farmland Conservation",1998,"After","Europe","United Kingdom",56.6171781,-6.5465743
"1123","Farmland Conservation",2007,"Rand.exp.","Europe","United Kingdom",52.658301,-0.639643
"1123","Bird Conservation",2007,"Rand.exp.","Europe","United Kingdom",52.658301,-0.639643
"1124","Marsh and Swamp Conservation",1999,"BACI","North America","United States",41.603221,-73.087749
"1127","Farmland Conservation",2006,"BA","Europe","United Kingdom",52.740123,-1.140592
"1127","Bird Conservation",2006,"BA","Europe","United Kingdom",52.740123,-1.140592
"1131","Bird Conservation",2006,"After","Europe","United Kingdom",52.613969,0.886402
"1131","Farmland Conservation",2006,"After","Europe","United Kingdom",52.613969,0.886402
"1136","Bird Conservation",2008,"After","North America","United States",40.714353,-74.005973
